"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Mar 06 23:20:32 PST 2022","Sun Mar 06 23:20:32 PST 2022","98","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_urhcrpbic8rm_browseFeaturedPlaylists","test_urhcrpbic8rm_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:23 PST 2022","Sun Mar 06 23:20:23 PST 2022","127","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_1iv1ip7ra2pti_browseFeaturedPlaylists","test_1iv1ip7ra2pti_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:30 PST 2022","Sun Mar 06 23:20:30 PST 2022","105","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_trrdg1mcby9h_browseFeaturedPlaylists","test_trrdg1mcby9h_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:33 PST 2022","Sun Mar 06 23:20:33 PST 2022","121","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_uvhfh1ci2nab_browseFeaturedPlaylists","test_uvhfh1ci2nab_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:29 PST 2022","Sun Mar 06 23:20:29 PST 2022","111","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_to2ampa8hu7l_browseFeaturedPlaylists","test_to2ampa8hu7l_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:21 PST 2022","Sun Mar 06 23:20:21 PST 2022","313","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_1hv0fr2v7e62e_browseFeaturedPlaylists","test_1hv0fr2v7e62e_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:27 PST 2022","Sun Mar 06 23:20:27 PST 2022","107","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_rhtyj69wk6lg_browseFeaturedPlaylists","test_rhtyj69wk6lg_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:24 PST 2022","Sun Mar 06 23:20:24 PST 2022","102","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_1jeyub3l73dwx_browseFeaturedPlaylists","test_1jeyub3l73dwx_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:33 PST 2022","Sun Mar 06 23:20:34 PST 2022","100","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_vbnhp4112aex_browseFeaturedPlaylists","test_vbnhp4112aex_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:23 PST 2022","Sun Mar 06 23:20:23 PST 2022","107","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_1iuy7fqjpjkty_browseFeaturedPlaylists","test_1iuy7fqjpjkty_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:30 PST 2022","Sun Mar 06 23:20:30 PST 2022","113","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_toiwyjtpmr74_browseFeaturedPlaylists","test_toiwyjtpmr74_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:28 PST 2022","Sun Mar 06 23:20:28 PST 2022","113","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_sknaixyxo21w_browseFeaturedPlaylists","test_sknaixyxo21w_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:24 PST 2022","Sun Mar 06 23:20:24 PST 2022","124","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_1jenro651qxx2_browseFeaturedPlaylists","test_1jenro651qxx2_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:33 PST 2022","Sun Mar 06 23:20:33 PST 2022","117","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_vbf4f353sl7l_browseFeaturedPlaylists","test_vbf4f353sl7l_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:29 PST 2022","Sun Mar 06 23:20:30 PST 2022","99","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_tocwnmdpv703_browseFeaturedPlaylists","test_tocwnmdpv703_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:22 PST 2022","Sun Mar 06 23:20:22 PST 2022","126","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_1ibebtnlmfs52_browseFeaturedPlaylists","test_1ibebtnlmfs52_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:22 PST 2022","Sun Mar 06 23:20:22 PST 2022","112","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_1iay698bdbkft_browseFeaturedPlaylists","test_1iay698bdbkft_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:30 PST 2022","Sun Mar 06 23:20:30 PST 2022","125","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_ts4p7oju6wxh_browseFeaturedPlaylists","test_ts4p7oju6wxh_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:24 PST 2022","Sun Mar 06 23:20:24 PST 2022","112","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_1jel1do4rkxfd_browseFeaturedPlaylists","test_1jel1do4rkxfd_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:22 PST 2022","Sun Mar 06 23:20:22 PST 2022","220","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_1ibbi3lw2ub8m_browseFeaturedPlaylists","test_1ibbi3lw2ub8m_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:28 PST 2022","Sun Mar 06 23:20:28 PST 2022","114","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_skkhyzjh3per_browseFeaturedPlaylists","test_skkhyzjh3per_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:26 PST 2022","Sun Mar 06 23:20:26 PST 2022","117","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_r17sdm25mpgj_browseFeaturedPlaylists","test_r17sdm25mpgj_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:29 PST 2022","Sun Mar 06 23:20:29 PST 2022","111","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_toa2h5htn6n6_browseFeaturedPlaylists","test_toa2h5htn6n6_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:20 PST 2022","Sun Mar 06 23:20:20 PST 2022","108","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_1hre7ieetqeya_browseFeaturedPlaylists","test_1hre7ieetqeya_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:25 PST 2022","Sun Mar 06 23:20:26 PST 2022","111","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_qdya5ksntwmc_browseFeaturedPlaylists","test_qdya5ksntwmc_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:25 PST 2022","Sun Mar 06 23:20:25 PST 2022","124","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_1k1wrl3iyf7zr_browseFeaturedPlaylists","test_1k1wrl3iyf7zr_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:30 PST 2022","Sun Mar 06 23:20:31 PST 2022","115","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_u7ohq8r77zaa_browseFeaturedPlaylists","test_u7ohq8r77zaa_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:26 PST 2022","Sun Mar 06 23:20:26 PST 2022","106","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_r1idk85dztwz_browseFeaturedPlaylists","test_r1idk85dztwz_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:22 PST 2022","Sun Mar 06 23:20:22 PST 2022","109","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_1ibetagrhkxgl_browseFeaturedPlaylists","test_1ibetagrhkxgl_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:25 PST 2022","Sun Mar 06 23:20:25 PST 2022","109","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_1k1zjak7fke9h_browseFeaturedPlaylists","test_1k1zjak7fke9h_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:32 PST 2022","Sun Mar 06 23:20:32 PST 2022","303","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_urgu23qyhiyf_browseFeaturedPlaylists","test_urgu23qyhiyf_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:27 PST 2022","Sun Mar 06 23:20:27 PST 2022","419","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_rkxcaqwl1wzc_browseFeaturedPlaylists","test_rkxcaqwl1wzc_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:31 PST 2022","Sun Mar 06 23:20:31 PST 2022","139","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_u82exo8tpet0_browseFeaturedPlaylists","test_u82exo8tpet0_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:23 PST 2022","Sun Mar 06 23:20:23 PST 2022","152","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_1jecpqq73dwkz_browseFeaturedPlaylists","test_1jecpqq73dwkz_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:20 PST 2022","Sun Mar 06 23:20:20 PST 2022","122","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_1h7qz56a10r3s_browseFeaturedPlaylists","test_1h7qz56a10r3s_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:22 PST 2022","Sun Mar 06 23:20:22 PST 2022","139","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_1ib0y0ualc8q9_browseFeaturedPlaylists","test_1ib0y0ualc8q9_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:23 PST 2022","Sun Mar 06 23:20:23 PST 2022","124","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_1iupy251hy2b9_browseFeaturedPlaylists","test_1iupy251hy2b9_browseFeaturedPlaylists",""
"failed","Sun Mar 06 23:20:33 PST 2022","Sun Mar 06 23:20:33 PST 2022","95","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","","spotify_browseFeaturedPlaylists.Spotify_browseFeaturedPlaylists_1646637616576","test_vbk827mikunt_browseFeaturedPlaylists","test_vbk827mikunt_browseFeaturedPlaylists",""
