"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Mar 06 23:05:48 PST 2022","Sun Mar 06 23:05:48 PST 2022","116","","spotify_getAlbums.Spotify_getAlbums_1646636729798","","spotify_getAlbums.Spotify_getAlbums_1646636729798","test_u7xdpimapvzr_GetAlbums","test_u7xdpimapvzr_GetAlbums",""
"failed","Sun Mar 06 23:05:41 PST 2022","Sun Mar 06 23:05:41 PST 2022","140","","spotify_getAlbums.Spotify_getAlbums_1646636729798","","spotify_getAlbums.Spotify_getAlbums_1646636729798","test_qdsq7ft5rt4j_GetAlbums","test_qdsq7ft5rt4j_GetAlbums",""
"failed","Sun Mar 06 23:05:35 PST 2022","Sun Mar 06 23:05:35 PST 2022","180","","spotify_getAlbums.Spotify_getAlbums_1646636729798","","spotify_getAlbums.Spotify_getAlbums_1646636729798","test_1hux5c29u3os7_GetAlbums","test_1hux5c29u3os7_GetAlbums",""
"failed","Sun Mar 06 23:05:37 PST 2022","Sun Mar 06 23:05:37 PST 2022","156","","spotify_getAlbums.Spotify_getAlbums_1646636729798","","spotify_getAlbums.Spotify_getAlbums_1646636729798","test_1iukvl9e99ik3_GetAlbums","test_1iukvl9e99ik3_GetAlbums",""
"failed","Sun Mar 06 23:05:37 PST 2022","Sun Mar 06 23:05:38 PST 2022","187","","spotify_getAlbums.Spotify_getAlbums_1646636729798","","spotify_getAlbums.Spotify_getAlbums_1646636729798","test_1iukwdd6ynrz5_GetAlbums","test_1iukwdd6ynrz5_GetAlbums",""
"failed","Sun Mar 06 23:05:36 PST 2022","Sun Mar 06 23:05:36 PST 2022","129","","spotify_getAlbums.Spotify_getAlbums_1646636729798","","spotify_getAlbums.Spotify_getAlbums_1646636729798","test_1hv605d3ex5x3_GetAlbums","test_1hv605d3ex5x3_GetAlbums",""
"failed","Sun Mar 06 23:05:48 PST 2022","Sun Mar 06 23:05:48 PST 2022","100","","spotify_getAlbums.Spotify_getAlbums_1646636729798","","spotify_getAlbums.Spotify_getAlbums_1646636729798","test_u7u2dqw55flc_GetAlbums","test_u7u2dqw55flc_GetAlbums",""
"failed","Sun Mar 06 23:05:35 PST 2022","Sun Mar 06 23:05:35 PST 2022","158","","spotify_getAlbums.Spotify_getAlbums_1646636729798","","spotify_getAlbums.Spotify_getAlbums_1646636729798","test_1hrp9we8xvk1l_GetAlbums","test_1hrp9we8xvk1l_GetAlbums",""
"failed","Sun Mar 06 23:05:36 PST 2022","Sun Mar 06 23:05:36 PST 2022","111","","spotify_getAlbums.Spotify_getAlbums_1646636729798","","spotify_getAlbums.Spotify_getAlbums_1646636729798","test_1hv5je3gg7bxs_GetAlbums","test_1hv5je3gg7bxs_GetAlbums",""
"failed","Sun Mar 06 23:05:48 PST 2022","Sun Mar 06 23:05:48 PST 2022","102","","spotify_getAlbums.Spotify_getAlbums_1646636729798","","spotify_getAlbums.Spotify_getAlbums_1646636729798","test_u805vblv4850_GetAlbums","test_u805vblv4850_GetAlbums",""
"failed","Sun Mar 06 23:05:45 PST 2022","Sun Mar 06 23:05:45 PST 2022","343","","spotify_getAlbums.Spotify_getAlbums_1646636729798","","spotify_getAlbums.Spotify_getAlbums_1646636729798","test_skpj4ejo0308_GetAlbums","test_skpj4ejo0308_GetAlbums",""
"failed","Sun Mar 06 23:05:34 PST 2022","Sun Mar 06 23:05:35 PST 2022","414","","spotify_getAlbums.Spotify_getAlbums_1646636729798","","spotify_getAlbums.Spotify_getAlbums_1646636729798","test_1hrbglbub1uly_GetAlbums","test_1hrbglbub1uly_GetAlbums",""
"failed","Sun Mar 06 23:05:41 PST 2022","Sun Mar 06 23:05:41 PST 2022","132","","spotify_getAlbums.Spotify_getAlbums_1646636729798","","spotify_getAlbums.Spotify_getAlbums_1646636729798","test_qxttwys16lh2_GetAlbums","test_qxttwys16lh2_GetAlbums",""
"failed","Sun Mar 06 23:05:33 PST 2022","Sun Mar 06 23:05:34 PST 2022","227","","spotify_getAlbums.Spotify_getAlbums_1646636729798","","spotify_getAlbums.Spotify_getAlbums_1646636729798","test_1h7zt3y2ufqed_GetAlbums","test_1h7zt3y2ufqed_GetAlbums",""
"failed","Sun Mar 06 23:05:42 PST 2022","Sun Mar 06 23:05:43 PST 2022","483","","spotify_getAlbums.Spotify_getAlbums_1646636729798","","spotify_getAlbums.Spotify_getAlbums_1646636729798","test_rhdt451pqalz_GetAlbums","test_rhdt451pqalz_GetAlbums",""
"failed","Sun Mar 06 23:05:34 PST 2022","Sun Mar 06 23:05:34 PST 2022","153","","spotify_getAlbums.Spotify_getAlbums_1646636729798","","spotify_getAlbums.Spotify_getAlbums_1646636729798","test_1hbfzh4xfwh9d_GetAlbums","test_1hbfzh4xfwh9d_GetAlbums",""
